Austin Czarnik,24,C,BOS,49,5,8,13,-10,12,5,0,0,1,5,3,0,66,7.6,638,13:01,25,19,57,76,42.9
Tyler Ennis,27,LW,BUF,51,5,8,13,-10,12,5,0,0,1,5,3,0,89,5.6,655,12:50,23,45,3,13,18.8
Justin Braun,29,D,SJS,81,4,9,13,1,28,4,0,0,0,7,0,2,95,4.2,1626,20:05,161,136,0,0,
Andy Greene,34,D,NJD,66,4,9,13,-15,8,2,1,1,1,6,3,0,83,4.8,1448,21:57,124,50,0,0,
Nick Jensen,26,D,DET,49,4,9,13,-7,12,4,0,0,0,8,0,1,59,6.8,870,17:45,56,55,0,0,
Marco Scandella,26,D,MIN,71,4,9,13,-2,25,4,0,0,0,9,0,0,88,4.5,1302,18:20,85,50,0,0,
Karl Alzner,28,D,WSH,82,3,10,13,23,28,3,0,0,0,10,0,0,81,3.7,1623,19:47,162,105,0,0,
Kevan Miller,29,D,BOS,58,3,10,13,1,50,3,0,0,1,9,0,1,49,6.1,1032,17:48,76,121,0,0,
Mark Barberio,26,D,TOT,60,2,11,13,-5,14,1,1,0,0,8,3,0,80,2.5,1096,18:16,55,20,0,0,
Niklas Kronwall,36,D,DET,57,2,11,13,-7,32,2,0,0,0,5,6,0,67,3,1109,19:27,81,77,0,0,
Luca Sbisa,27,D,VAN,82,2,11,13,-1,40,2,0,0,1,11,0,0,75,2.7,1556,18:59,122,130,0,0,
Riley Sheahan,25,C,DET,80,2,11,13,-29,14,1,1,0,0,9,2,0,109,1.8,1118,13:58,38,81,236,230,50.6
Nic Petan,21,LW,WPG,54,1,12,13,-13,12,1,0,0,0,4,8,0,57,1.8,589,10:54,10,12,145,170,46
Kris Russell,29,D,EDM,68,1,12,13,5,23,1,0,0,1,11,1,0,68,1.5,1443,21:13,213,67,0,0,
Fedor Tyutin,33,D,COL,69,1,12,13,-25,38,1,0,0,0,12,0,0,46,2.2,1307,18:56,90,116,0,0,
Shawn Matthias,28,LW,WPG,45,8,4,12,0,13,7,0,1,1,4,0,0,51,15.7,610,13:34,19,47,5,11,31.3
Jordan Weal,24,C,PHI,23,8,4,12,5,10,7,1,0,1,4,0,0,49,16.3,329,14:19,8,7,14,14,50
Joakim Nordstrom,24,LW,CAR,82,7,5,12,-12,17,6,0,1,2,5,0,0,104,6.7,1043,12:43,41,148,9,20,31
Tommy Wingels,28,C,TOT,73,7,5,12,-11,27,7,0,0,2,5,0,0,81,8.6,767,10:30,46,125,111,149,42.7
Kyle Clifford,26,LW,LAK,73,6,6,12,-2,92,6,0,0,0,6,0,0,122,4.9,783,10:43,7,146,2,3,40
Ivan Barbashev,21,C,STL,30,5,7,12,5,2,5,0,0,1,7,0,0,20,25,354,11:47,14,34,83,124,40.1
Braydon Coburn,31,D,TBL,80,5,7,12,-1,50,4,0,1,0,7,0,0,102,4.9,1339,16:44,76,109,0,0,
Lawson Crouse,19,LW,ARI,72,5,7,12,-20,48,4,0,1,2,7,0,0,84,6,856,11:53,29,160,1,1,50
Peter Holland,26,C,TOT,48,5,7,12,-16,22,4,1,0,0,7,0,0,79,6.3,612,12:45,9,37,228,274,45.4
Chris Kelly,36,C,OTT,82,5,7,12,-16,23,4,0,1,2,7,0,0,85,5.9,979,11:56,48,71,223,278,44.5
Danny DeKeyser,26,D,DET,82,4,8,12,-22,33,4,0,0,2,8,0,0,85,4.7,1800,21:57,170,100,0,0,
Josh Jooris,26,RW,TOT,54,4,8,12,-2,16,4,0,0,0,7,0,1,75,5.3,659,12:12,30,49,222,228,49.3
Devin Setoguchi,30,RW,LAK,45,4,8,12,-5,14,4,0,0,0,7,1,0,60,6.7,560,12:27,10,53,2,2,50
Patrick Wiercioch,26,D,COL,57,4,8,12,-18,23,4,0,0,0,8,0,0,63,6.3,950,16:40,57,52,1,0,100
Cody Eakin,25,C,DAL,60,3,9,12,-7,49,3,0,0,1,7,2,0,82,3.7,1009,16:49,39,65,524,477,52.3
Brandon Manning,26,D,PHI,65,3,9,12,-12,83,2,0,1,1,9,0,0,84,3.6,1174,18:03,79,121,0,1,0
Xavier Ouellet,23,D,DET,66,3,9,12,2,51,3,0,0,0,9,0,0,89,3.4,1186,17:58,87,73,0,2,0
Ben Chiarot,25,D,WPG,59,2,10,12,2,33,2,0,0,0,10,0,0,49,4.1,904,15:19,94,78,0,0,
Micheal Haley,30,C,SJS,58,2,10,12,6,128,2,0,0,1,10,0,0,37,5.4,532,9:11,23,129,66,83,44.3
Marc Methot,31,D,OTT,68,0,12,12,13,24,0,0,0,0,12,0,0,69,0,1348,19:49,77,164,0,0,
Tyler Pitlick,25,RW,EDM,31,8,3,11,0,6,8,0,0,1,3,0,0,54,14.8,308,9:55,13,70,8,7,53.3
Michael Raffl,28,LW,PHI,52,8,3,11,-7,20,8,0,0,3,3,0,0,63,12.7,690,13:16,22,91,3,7,30
Eric Fehr,31,C,TOT,53,6,5,11,2,14,6,0,0,3,5,0,0,62,9.7,579,10:56,35,82,79,76,51
Johan Larsson,24,C,BUF,36,6,5,11,-7,20,5,1,0,2,5,0,0,49,12.2,607,16:51,23,33,261,271,49.1
Darnell Nurse,21,D,EDM,44,5,6,11,0,33,5,0,0,0,6,0,0,85,5.9,749,17:01,53,107,0,0,
Marko Dano,22,C,WPG,38,4,7,11,0,10,2,2,0,0,7,0,0,44,9.1,406,10:41,14,83,1,3,25
Roman Polak,30,D,TOR,75,4,7,11,10,65,4,0,0,1,7,0,0,64,6.3,1344,17:55,133,232,0,1,0
Fredrik Claesson,24,D,OTT,33,3,8,11,5,4,3,0,0,0,7,0,1,25,12,434,13:08,24,55,0,0,
Jiri Hudler,33,RW,DAL,32,3,8,11,-3,4,2,1,0,1,8,0,0,27,11.1,379,11:51,3,9,3,2,60
Zach Bogosian,26,D,BUF,56,2,9,11,-17,46,2,0,0,1,8,1,0,73,2.7,1125,20:05,97,59,0,1,0
Adam Clendening,24,D,NYR,31,2,9,11,3,17,1,1,0,0,8,1,0,38,5.3,490,15:49,27,22,0,0,
Ryan Murray,23,D,CBJ,60,2,9,11,3,24,2,0,0,0,7,1,1,52,3.8,1100,18:20,96,23,0,0,
Dmitrij Jaskin,23,RW,STL,51,1,10,11,5,18,1,0,0,0,10,0,0,55,1.8,589,11:33,19,98,5,5,50
Jake Dotchin,22,D,TBL,35,0,11,11,10,35,0,0,0,0,11,0,0,50,0,645,18:26,19,85,0,0,
Stefan Noesen,23,RW,TOT,44,8,2,10,6,24,8,0,0,0,2,0,0,63,12.7,490,11:08,10,50,26,41,38.8
Colton Sissons,23,C,NSH,58,8,2,10,11,12,7,0,1,1,2,0,0,42,19,645,11:07,24,104,192,192,50
Reid Boucher,23,LW/C,TOT,39,6,4,10,-6,8,5,1,0,0,4,0,0,70,8.6,465,11:56,14,19,0,1,0
Brian Flynn,28,C,MTL,51,6,4,10,2,4,6,0,0,0,4,0,0,47,12.8,615,12:04,29,20,69,80,46.3
Denis Malgin,20,C,FLA,47,6,4,10,-5,8,4,2,0,1,4,0,0,67,9,528,11:14,15,34,67,117,36.4
Joseph Cramarossa,24,LW,TOT,59,4,6,10,0,60,4,0,0,1,4,0,2,36,11.1,587,9:57,23,133,6,1,85.7
Joshua Ho-Sang,21,RW,NYI,21,4,6,10,1,12,3,1,0,0,5,1,0,22,18.2,346,16:27,2,4,0,2,0
Stephen Johns,24,D,DAL,61,4,6,10,-10,36,4,0,0,1,5,1,0,91,4.4,1114,18:15,130,159,0,0,
Cedric Paquette,23,C,TBL,58,4,6,10,-6,80,4,0,0,0,6,0,0,68,5.9,668,11:31,46,144,200,234,46.1
Anton Slepyshev,22,LW,EDM,41,4,6,10,5,4,4,0,0,0,6,0,0,55,7.3,456,11:07,15,64,2,3,40
Adam Pelech,22,D,NYI,44,3,7,10,-5,6,3,0,0,0,7,0,0,40,7.5,741,16:50,68,73,0,0,
Logan Shaw,25,RW,ANA,55,3,7,10,3,10,2,0,1,1,6,0,1,59,5.1,534,9:43,18,62,55,90,37.9
Marc Staal,30,D,NYR,72,3,7,10,9,34,3,0,0,0,6,0,1,70,4.3,1381,19:11,97,89,0,1,0
Brenden Dillon,26,D,SJS,81,2,8,10,-2,60,2,0,0,0,8,0,0,86,2.3,1334,16:28,81,173,0,0,
Alexei Emelin,30,D,MTL,76,2,8,10,1,71,2,0,0,0,8,0,0,82,2.4,1620,21:19,127,241,0,0,
Josh Leivo,23,LW,TOR,13,2,8,10,2,4,1,1,0,0,6,2,0,27,7.4,163,12:34,4,5,1,1,50
Adam McQuaid,30,D,BOS,77,2,8,10,4,71,2,0,0,1,7,0,1,64,3.1,1405,18:15,144,157,0,0,
Chad Ruhwedel,26,D,PIT,34,2,8,10,9,8,2,0,0,0,5,3,0,45,4.4,589,17:20,26,36,0,0,
Chris Tanev,27,D,VAN,53,2,8,10,3,14,2,0,0,1,8,0,0,39,5.1,1078,20:21,91,19,0,0,
Jacob Josefson,25,C,NJD,38,1,9,10,-1,16,1,0,0,1,8,1,0,44,2.3,465,12:15,12,31,162,151,51.8
Nikita Zadorov,21,D,COL,56,0,10,10,-20,73,0,0,0,0,8,2,0,61,0,1066,19:02,69,153,0,0,
Tyler Graovac,23,C,MIN,52,7,2,9,7,10,7,0,0,2,2,0,0,48,14.6,512,9:50,15,52,163,180,47.5
Matt Puempel,24,LW,TOT,40,6,3,9,-11,11,3,3,0,1,3,0,0,44,13.6,386,9:39,12,28,0,1,0
Matt Martin,27,LW,TOR,82,5,4,9,0,123,5,0,0,0,4,0,0,66,7.6,730,8:54,26,300,0,11,0
Brad Richardson,31,RW,ARI,16,5,4,9,-1,15,3,0,2,0,3,0,1,25,20,246,15:21,7,19,121,109,52.6
Jack Skille,29,RW,VAN,55,5,4,9,0,12,5,0,0,0,4,0,0,73,6.8,484,8:48,24,74,2,0,100
Nikita Soshnikov,23,RW,TOR,56,5,4,9,1,16,5,0,0,0,3,1,0,70,7.1,608,10:51,28,101,2,15,11.8
Devante Smith-Pelly,24,RW,NJD,53,4,5,9,-18,12,4,0,0,0,3,2,0,76,5.3,716,13:30,32,94,29,42,40.8
Joseph Blandisi,22,LW,NJD,27,3,6,9,-10,26,2,1,0,2,2,4,0,24,12.5,361,13:22,6,37,76,93,45
Brendan Smith,27,D,TOT,51,3,6,9,1,63,2,1,0,1,4,2,0,62,4.8,981,19:15,65,59,0,0,
Nail Yakupov,23,RW,STL,40,3,6,9,-3,14,3,0,0,0,6,0,0,35,8.6,426,10:39,8,32,0,0,
Daniel Carr,25,LW,MTL,33,2,7,9,4,6,2,0,0,1,7,0,0,44,4.5,338,10:15,12,19,2,1,66.7
Scott Mayfield,24,D,NYI,25,2,7,9,-1,35,2,0,0,0,7,0,0,39,5.1,354,14:08,36,37,0,0,
Johnny Oduya,35,D,TOT,52,2,7,9,-4,18,2,0,0,0,7,0,0,37,5.4,950,18:16,123,29,0,0,
Michael Sgarbossa,24,C,TOT,38,2,7,9,-5,9,1,1,0,0,6,1,0,33,6.1,424,11:09,16,39,138,176,43.9
Shea Theodore,21,D,ANA,34,2,7,9,-6,28,1,1,0,1,5,1,1,60,3.3,589,17:19,30,14,0,0,
Nikita Tryamkin,22,D,VAN,66,2,7,9,-7,64,2,0,0,0,7,0,0,65,3.1,1105,16:44,87,145,0,0,
Jonathan Ericsson,32,D,DET,51,1,8,9,-2,63,1,0,0,0,8,0,0,43,2.3,980,19:13,36,86,0,0,
Jason Garrison,32,D,TBL,70,1,8,9,-8,14,1,0,0,0,8,0,0,96,1,1300,18:34,91,93,0,0,
Greg Pateryn,26,D,TOT,36,1,8,9,-1,10,1,0,0,0,8,0,0,42,2.4,555,15:25,66,69,0,0,
Yanni Gourde,25,C,TBL,20,6,2,8,-1,8,5,0,1,1,2,0,0,30,20,307,15:22,3,11,60,103,36.8
William Carrier,22,LW,BUF,41,5,3,8,-1,21,5,0,0,1,3,0,0,50,10,369,9:00,10,112,1,1,50
Jay McClement,33,C,CAR,65,5,3,8,-8,18,4,0,1,1,3,0,0,37,13.5,740,11:23,40,49,253,272,48.2
Pierre-Edouard Bellemare,31,LW,PHI,82,4,4,8,-1,20,4,0,0,0,3,0,1,90,4.4,1064,12:58,70,73,400,429,48.3
Michael Chaput,24,C,VAN,68,4,4,8,-12,29,4,0,0,0,4,0,0,64,6.3,750,11:01,29,68,203,182,52.7
Joe Colborne,27,C,COL,62,4,4,8,-21,34,2,2,0,0,3,1,0,48,8.3,663,10:42,14,86,45,72,38.5
Jayson Megna,26,C,VAN,58,4,4,8,-4,6,4,0,0,0,3,1,0,72,5.6,721,12:26,23,87,2,14,12.5
Jordan Nolan,27,C,LAK,46,4,4,8,-3,44,4,0,0,0,4,0,0,39,10.3,499,10:51,7,62,2,4,33.3
Dennis Rasmussen,26,C,CHI,68,4,4,8,-4,12,4,0,0,0,4,0,0,77,5.2,804,11:50,49,61,165,205,44.6
Zachary Sanford,22,LW/C,TOT,39,4,4,8,2,10,4,0,0,2,4,0,0,36,11.1,423,10:51,20,22,17,22,43.6
Matt Beleskey,28,LW,BOS,49,3,5,8,-10,47,3,0,0,0,3,2,0,79,3.8,650,13:16,18,98,29,41,41.4
Connor Carrick,22,D,TOR,67,2,6,8,8,51,1,1,0,0,6,0,0,89,2.2,1095,16:20,79,66,0,0,
Christian Folin,25,D,MIN,51,2,6,8,10,26,2,0,0,0,6,0,0,39,5.1,762,14:56,59,69,0,0,
Michal Kempny,26,D,CHI,50,2,6,8,1,22,2,0,0,0,6,0,0,67,3,748,14:58,59,76,0,0,
Dylan DeMelo,23,D,SJS,25,1,7,8,2,14,1,0,0,0,7,0,0,32,3.1,397,15:54,32,36,0,0,
Alexey Marchenko,25,D,TOT,41,1,7,8,7,12,1,0,0,0,6,0,1,36,2.8,695,16:57,59,22,0,0,
Jesse Puljujarvi,18,RW,EDM,28,1,7,8,5,10,0,1,0,0,7,0,0,41,2.4,315,11:15,10,11,0,1,0
Luke Schenn,27,D,ARI,78,1,7,8,-9,85,1,0,0,0,7,0,0,94,1.1,1408,18:03,134,286,0,0,
Yannick Weber,28,D,NSH,73,1,7,8,1,25,1,0,0,1,7,0,0,72,1.4,870,11:55,53,72,0,0,
Justin Falk,28,D,BUF,52,0,8,8,-3,29,0,0,0,0,8,0,0,33,0,712,13:42,40,101,1,0,100
Paul Ladue,24,D,LAK,22,0,8,8,-5,4,0,0,0,0,4,4,0,27,0,339,15:24,13,17,0,0,
Chris Wagner,25,C,ANA,43,6,1,7,2,6,6,0,0,0,1,0,0,40,15,402,9:21,24,112,62,86,41.9
Drew Miller,32,LW,DET,55,5,2,7,-12,18,5,0,0,1,2,0,0,43,11.6,565,10:17,52,71,2,1,66.7
Jamie Oleksiak,24,D,DAL,41,5,2,7,-4,37,5,0,0,1,1,0,1,33,15.2,665,16:13,53,51,0,0,
Ales Hemsky,33,RW,DAL,15,4,3,7,-1,0,3,1,0,0,2,1,0,30,13.3,216,14:25,4,1,0,0,
Matt Hendricks,35,LW,EDM,42,4,3,7,-3,29,4,0,0,1,3,0,0,42,9.5,451,10:45,39,79,132,100,56.9
Nick Lappin,24,RW,NJD,43,4,3,7,-17,17,4,0,0,0,3,0,0,57,7,504,11:43,10,35,2,5,28.6
Tyler Motte,21,LW,CHI,33,4,3,7,2,14,4,0,0,0,3,0,0,46,8.7,376,11:23,24,27,4,6,40
Lance Bouma,26,C,CGY,61,3,4,7,-2,35,3,0,0,1,4,0,0,53,5.7,692,11:21,44,127,4,8,33.3
Joel Eriksson Ek,20,LW,MIN,15,3,4,7,1,4,3,0,0,1,4,0,0,15,20,159,10:37,8,23,45,64,41.3
Andreas Martinsen,26,LW,TOT,64,3,4,7,-14,32,3,0,0,0,3,0,1,73,4.1,637,9:57,28,173,3,1,75
Greg McKegg,24,C,TOT,46,3,4,7,-3,22,3,0,0,0,4,0,0,36,8.3,456,9:54,16,48,90,90,50
John Mitchell,32,C,COL,65,3,4,7,-12,45,3,0,0,1,4,0,0,57,5.3,816,12:33,45,88,298,240,55.4
Steve Ott,34,C,TOT,53,3,4,7,-8,80,3,0,0,0,4,0,0,45,6.7,570,10:46,23,144,153,125,55
Carter Rowney,27,RW,PIT,27,3,4,7,2,4,3,0,0,1,4,0,0,24,12.5,296,10:58,15,64,95,103,48
Korbinian Holzer,28,D,ANA,32,2,5,7,0,23,2,0,0,0,5,0,0,14,14.3,432,13:31,34,71,0,0,
Markus Nutivaara,22,D,CBJ,66,2,5,7,7,6,2,0,0,0,5,0,0,66,3,872,13:13,38,36,0,0,
Nate Prosser,30,D,MIN,39,2,5,7,0,12,2,0,0,0,4,1,0,20,10,496,12:44,63,30,0,0,
Steven Santini,21,D,NJD,38,2,5,7,-6,14,2,0,0,0,5,0,0,46,4.3,611,16:05,35,83,0,0,
Phillip Di Giuseppe,23,LW,CAR,36,1,6,7,-12,15,1,0,0,1,5,1,0,68,1.5,443,12:18,10,91,0,2,0
Remi Elie,21,LW,DAL,18,1,6,7,5,8,1,0,0,0,6,0,0,15,6.7,281,15:38,11,30,1,0,100
Kevin Gravel,24,D,LAK,49,1,6,7,3,6,0,1,0,0,5,1,0,52,1.9,693,14:09,65,73,0,0,
Ben Lovejoy,32,D,NJD,82,1,6,7,-7,39,1,0,0,1,6,0,0,84,1.2,1703,20:46,149,82,0,0,
Olli Maatta,22,D,PIT,55,1,6,7,17,12,1,0,0,0,6,0,0,66,1.5,994,18:04,102,72,0,0,
Martin Marincin,24,D,TOR,25,1,6,7,3,16,1,0,0,0,5,0,1,22,4.5,451,18:03,27,25,0,0,
Jared McCann,20,C,FLA,29,1,6,7,-1,4,1,0,0,0,5,1,0,44,2.3,337,11:38,6,28,41,64,39
Ryan Sproul,24,D,DET,27,1,6,7,-8,6,0,1,0,0,4,2,0,46,2.2,409,15:09,14,12,0,0,
Anthony Bitetto,26,D,NSH,29,0,7,7,-1,25,0,0,0,0,7,0,0,17,0,342,11:48,24,43,0,0,
Taylor Fedun,28,D,BUF,27,0,7,7,3,16,0,0,0,0,4,3,0,24,0,361,13:22,20,7,0,0,
Cody McLeod,32,LW,TOT,59,5,1,6,-3,145,5,0,0,0,1,0,0,30,16.7,423,7:10,14,150,0,1,0
Roman Lyubimov,25,LW,PHI,47,4,2,6,-2,8,4,0,0,1,2,0,0,41,9.8,450,9:35,16,28,1,6,14.3
Evan Rodrigues,23,LW,BUF,30,4,2,6,-7,4,3,1,0,0,2,0,0,51,7.8,388,12:56,12,12,104,146,41.6
J.T. Brown,26,RW,TBL,64,3,3,6,-7,73,2,0,1,1,3,0,0,67,4.5,664,10:22,25,103,12,26,31.6
Timo Meier,20,RW,SJS,34,3,3,6,1,10,3,0,0,1,3,0,0,85,3.5,424,12:28,5,64,1,4,20
Gemel Smith,22,C,DAL,17,3,3,6,-1,21,2,0,1,0,3,0,0,19,15.8,231,13:35,6,6,25,34,42.4
Jakub Vrana,20,LW,WSH,21,3,3,6,2,2,0,3,0,2,2,1,0,32,9.4,233,11:07,7,6,0,3,0
Klas Dahlbeck,25,D,CAR,43,2,4,6,-12,30,2,0,0,0,4,0,0,37,5.4,597,13:53,38,77,0,0,
Eric Gryba,28,D,EDM,40,2,4,6,-5,65,2,0,0,2,4,0,0,45,4.4,646,16:08,47,145,0,0,
Adrian Kempe,20,LW,LAK,25,2,4,6,-3,6,2,0,0,1,1,2,1,32,6.3,306,12:14,7,23,67,86,43.8
Brandon Montour,22,D,ANA,27,2,4,6,11,14,2,0,0,0,3,1,0,50,4,469,17:23,24,21,0,0,
Stephen Gionta,33,RW,NYI,26,1,5,6,9,2,1,0,0,0,5,0,0,17,5.9,291,11:12,7,56,56,64,46.7
Josh Gorges,32,D,BUF,66,1,5,6,-3,50,1,0,0,0,5,0,0,40,2.5,1218,18:27,108,143,0,1,0
Erik Gudbranson,25,D,VAN,30,1,5,6,-14,18,1,0,0,1,5,0,0,40,2.5,610,20:20,44,66,0,0,
Brad Hunt,28,D,TOT,12,1,5,6,-1,2,0,1,0,0,4,1,0,14,7.1,174,14:30,3,0,0,0,
Jyrki Jokipakka,25,D,TOT,41,1,5,6,-4,12,1,0,0,0,5,0,0,29,3.4,592,14:26,32,31,0,0,
Philip Larsen,27,D,VAN,26,1,5,6,-8,4,1,0,0,0,3,2,0,32,3.1,428,16:28,22,12,0,0,
Jonathon Merrill,24,D,NJD,51,1,5,6,-9,24,1,0,0,0,5,0,0,48,2.1,947,18:34,67,39,0,0,
Carl Gunnarsson,30,D,STL,56,0,6,6,-5,4,0,0,0,0,6,0,0,32,0,761,13:36,68,42,0,0,
Dalton Prout,26,D,TOT,29,0,6,6,-1,44,0,0,0,0,6,0,0,13,0,405,13:58,24,44,0,0,
Matt Tennyson,26,D,CAR,45,0,6,6,-13,6,0,0,0,0,6,0,0,36,0,598,13:17,48,65,0,0,
Brock Boeser,19,RW,VAN,9,4,1,5,0,0,2,2,0,1,1,0,0,25,16,146,16:13,0,5,0,0,
J.T. Compher,21,LW,COL,21,3,2,5,0,4,2,1,0,1,2,0,0,30,10,314,14:56,21,11,78,86,47.6
Noel Acciari,25,C,BOS,29,2,3,5,3,16,2,0,0,0,3,0,0,24,8.3,301,10:22,5,80,11,18,37.9
Kyle Connor,20,LW,WPG,20,2,3,5,-7,4,2,0,0,1,1,2,0,24,8.3,244,12:13,8,1,1,1,50
Gustav Forsling,20,D,CHI,38,2,3,5,3,4,2,0,0,0,2,1,0,48,4.2,563,14:49,17,16,0,0,
Jimmy Hayes,27,RW,BOS,58,2,3,5,-3,29,2,0,0,1,3,0,0,74,2.7,535,9:14,10,74,14,41,25.5
Dmitry Kulikov,26,D,BUF,47,2,3,5,-26,26,1,1,0,0,1,2,0,42,4.8,1029,21:54,72,60,0,0,
Tyler Myers,26,D,WPG,11,2,3,5,5,13,2,0,0,0,2,0,1,16,12.5,244,22:12,21,12,0,0,
Taylor Chorney,29,D,WSH,18,1,4,5,8,11,1,0,0,1,4,0,0,19,5.3,257,14:16,29,27,0,0,
Tom Gilbert,34,D,LAK,18,1,4,5,-4,6,1,0,0,0,3,1,0,12,8.3,278,15:27,28,10,0,0,
Garnet Hathaway,25,RW,CGY,26,1,4,5,0,44,1,0,0,0,4,0,0,22,4.5,238,9:08,14,56,10,9,52.6
Julius Honka,21,D,DAL,16,1,4,5,-4,4,1,0,0,1,3,1,0,34,2.9,270,16:52,15,9,0,0,
Michael McCarron,21,RW,MTL,31,1,4,5,-4,41,1,0,0,0,4,0,0,31,3.2,307,9:53,11,75,76,99,43.4
Andrej Nestrasil,25,C,CAR,19,1,4,5,-3,2,1,0,0,0,4,0,0,27,3.7,207,10:54,6,10,3,7,30
Brendan Gaunce,22,LW,VAN,57,0,5,5,-2,33,0,0,0,0,5,0,0,51,0,541,9:29,12,94,84,80,51.2
Cody Goloubef,27,D,COL,33,0,5,5,-11,25,0,0,0,0,5,0,0,35,0,561,16:59,33,30,0,0,
Seth Griffith,24,C,TOT,24,0,5,5,6,8,0,0,0,0,4,1,0,21,0,306,12:44,5,30,2,6,25
John-Michael Liles,36,D,BOS,36,0,5,5,1,4,0,0,0,0,2,3,0,36,0,583,16:12,41,25,2,0,100
Zach Redmond,28,D,MTL,16,0,5,5,6,2,0,0,0,0,5,0,0,12,0,197,12:19,13,25,0,0,
Nicholas Baptiste,21,RW,BUF,14,3,1,4,1,6,3,0,0,0,1,0,0,16,18.8,129,9:14,1,12,1,2,33.3
Chris Thorburn,33,RW,WPG,64,3,1,4,-7,95,2,0,1,0,1,0,0,36,8.3,446,6:59,25,90,13,13,50
Yohann Auvitu,27,D,NJD,25,2,2,4,1,2,2,0,0,0,1,1,0,54,3.7,390,15:36,9,20,0,0,
Justin Bailey,21,RW,BUF,32,2,2,4,0,4,2,0,0,1,2,0,0,36,5.6,340,10:38,14,27,0,1,0
Ryan Callahan,31,RW,TBL,18,2,2,4,-4,23,2,0,0,1,2,0,0,22,9.1,255,14:09,13,48,5,4,55.6
Ryan Carpenter,26,C,SJS,11,2,2,4,5,4,2,0,0,0,2,0,0,20,10,114,10:23,2,15,34,41,45.3
Gabriel Dumont,26,C,TBL,39,2,2,4,1,29,2,0,0,0,2,0,0,34,5.9,377,9:40,19,83,133,109,55
Vernon Fiddler,36,LW,TOT,59,2,2,4,-14,66,1,0,1,0,2,0,0,48,4.2,687,11:39,33,57,370,316,53.9
Sergey Kalinin,25,C,NJD,43,2,2,4,-13,15,2,0,0,0,2,0,0,38,5.3,550,12:48,20,53,72,102,41.4
Brayden McNabb,26,D,LAK,49,2,2,4,1,54,2,0,0,0,2,0,0,47,4.3,738,15:04,54,110,0,0,
Iiro Pakarinen,25,RW,EDM,14,2,2,4,2,2,2,0,0,1,2,0,0,15,13.3,125,8:55,6,30,0,1,0
Ben Smith,28,RW,TOT,40,2,2,4,-7,4,2,0,0,0,2,0,0,30,6.7,459,11:28,41,29,241,227,51.5
Mark Stuart,32,D,WPG,42,2,2,4,4,27,2,0,0,1,2,0,0,24,8.3,523,12:27,79,68,0,0,
Brandon Tanev,25,LW,WPG,51,2,2,4,-6,26,2,0,0,1,2,0,0,54,3.7,545,10:41,31,128,1,0,100
Chris Terry,27,LW,MTL,14,2,2,4,-1,4,2,0,0,0,2,0,0,15,13.3,138,9:53,1,10,1,1,50
Shawn Thornton,39,LW,FLA,50,2,2,4,-7,67,2,0,0,0,2,0,0,42,4.8,384,7:41,8,52,5,10,33.3
Harry Zolnierczyk,29,LW,NSH,24,2,2,4,-2,10,2,0,0,0,2,0,0,19,10.5,213,8:52,11,25,8,11,42.1
Robert Bortuzzo,27,D,STL,38,1,3,4,11,15,1,0,0,0,3,0,0,45,2.2,535,14:05,50,77,0,0,
Cory Conacher,27,LW,TBL,11,1,3,4,0,4,0,1,0,0,3,0,0,16,6.3,127,11:34,0,1,1,1,50
Derek Dorsett,30,RW,VAN,14,1,3,4,-6,33,1,0,0,0,3,0,0,24,4.2,139,9:56,6,35,1,0,100
Cameron Gaunce,26,D,PIT,12,1,3,4,1,13,1,0,0,0,3,0,0,8,12.5,150,12:31,10,23,0,0,
John Hayden,21,LW,CHI,12,1,3,4,3,4,1,0,0,0,3,0,0,22,4.5,140,11:41,2,44,0,0,
Anton Lander,25,C,EDM,22,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,215,9:46,7,28,79,62,56
Curtis Lazar,21,RW,TOT,37,1,3,4,-8,4,1,0,0,0,3,0,0,26,3.8,338,9:08,17,66,39,60,39.4
Chris Neil,37,RW,OTT,53,1,3,4,-11,63,1,0,0,0,3,0,0,42,2.4,401,7:34,20,108,0,0,
John Quenneville,20,C,NJD,12,1,3,4,1,2,0,1,0,0,2,1,0,21,4.8,164,13:42,7,15,0,0,
Marcus Sorensen,24,RW,SJS,19,1,3,4,-1,4,1,0,0,1,3,0,0,27,3.7,205,10:49,6,15,3,1,75
Derek Grant,26,C,TOT,46,0,4,4,-5,24,0,0,0,0,4,0,0,40,0,449,9:46,29,27,200,183,52.2
Jakub Kindl,29,D,FLA,39,0,4,4,-11,28,0,0,0,0,4,0,0,41,0,573,14:41,37,49,0,0,
Slater Koekkoek,22,D,TBL,29,0,4,4,-4,8,0,0,0,0,4,0,0,27,0,377,12:59,27,25,0,0,
Nick Schultz,34,D,PHI,28,0,4,4,1,10,0,0,0,0,4,0,0,25,0,427,15:15,61,45,0,0,
Luke Witkowski,26,D,TBL,34,0,4,4,-1,39,0,0,0,0,4,0,0,24,0,336,9:52,21,81,0,0,
Josh Archibald,24,RW,PIT,10,3,0,3,3,4,2,0,1,0,0,0,0,11,27.3,109,10:52,2,28,0,1,0
Adam Erne,21,LW,TBL,26,3,0,3,-9,11,3,0,0,0,0,0,0,40,7.5,307,11:48,13,71,0,2,0
Christian Fischer,19,RW,ARI,7,3,0,3,0,0,3,0,0,1,0,0,0,10,30,86,12:20,0,9,0,0,
